dataA,dataB,dataC
1,6,0,0,0,13709,-207
1,6,0,2,0,4299,728
1,6,0,1,0,-7087,1507
1,6,0,1,0,-6023,-723
1,6,0,0,32,-8084,-414
1,6,0,2,0,-13131,145
1,6,0,1,0,-12568,-1009
1,6,0,2,0,-16332,2905
1,6,0,1,0,-12614,-1804
1,6,0,0,32,-15791,1371
1,6,0,1,0,-15929,1410
1,6,0,0,32,-15925,1338
1,6,0,0,32,-15132,-221
2,6,0,0,0,13709,-207
2,6,0,2,0,3558,1107
2,6,0,1,0,-7079,1511
2,6,0,1,0,-6040,-748
2,6,0,0,32,-8094,-398
2,6,0,2,0,-13108,130
2,6,0,2,0,-9865,-4026
2,6,0,1,0,-12524,-1127
2,6,0,2,0,-16355,2859
2,6,0,1,0,-12686,-1745
2,6,0,1,0,-15943,1426
2,6,0,0,32,-15080,-150
3,6,0,0,0,13709,-207
3,6,0,2,0,3042,1270
3,6,0,1,0,-7154,1586
3,6,0,1,0,-6141,-684
3,6,0,0,32,-8102,-400
3,6,0,2,0,-13132,157
3,6,0,2,0,-10147,-3667
3,6,0,1,0,-12509,-1189
3,6,0,2,0,-16374,2855
3,6,0,1,0,-12759,-1700
3,6,0,1,0,-15937,1422
3,6,0,0,32,-15079,-6
4,6,0,0,0,13709,-207
4,6,0,2,0,2982,1325
4,6,0,1,0,-7357,1734
4,6,0,1,0,-6102,-740
4,6,0,0,32,-8102,-400
4,6,0,2,0,-13154,197
4,6,0,2,0,-10239,-3545
4,6,0,1,0,-12536,-1185
4,6,0,0,32,-12531,-1196
4,6,0,2,0,-16415,2961
4,6,0,1,0,-12851,-1610
4,6,0,2,0,-15992,1494
4,6,0,0,32,-15110,201
5,6,0,0,0,13709,-207
5,6,0,2,0,3072,1380
5,6,0,1,0,-7469,1832
5,6,0,1,0,-6125,-723
5,6,0,0,32,-8084,-414
5,6,0,2,0,-13217,281
5,6,0,2,0,-10172,-3605
5,6,0,1,0,-12697,-1066
5,6,0,2,0,-16514,3009
5,6,0,1,0,-13006,-1452
5,6,0,1,0,-15998,1507
5,6,0,0,32,-15101,320
6,6,0,0,0,13816,-242
6,6,0,2,0,2802,1488
6,6,0,1,0,-7463,1855
6,6,0,1,0,-6145,-728
6,6,0,0,32,-8109,-402
6,6,0,2,0,-13317,394
6,6,0,2,0,-10085,-3680
