dataA,dataB,dataC
1,8,0,2,0,-15476,2214
1,8,0,0,32,-15148,4300
1,8,0,2,0,-12992,1474
1,8,0,1,0,-12644,-1656
1,8,0,0,0,-10703,3120
1,8,0,1,0,-6273,3343
1,8,0,1,0,-4961,315
1,8,0,2,0,-9301,-4978
1,8,0,0,0,3352,443
1,8,0,0,0,9592,-2242
2,8,0,2,0,-15503,2152
2,8,0,2,0,-13014,1522
2,8,0,1,0,-12809,-1562
2,8,0,0,0,-11054,2741
2,8,0,0,0,-6298,3345
2,8,0,1,0,-4952,381
2,8,0,2,0,-9280,-4998
2,8,0,0,0,3559,587
2,8,0,0,0,9592,-2242
3,8,0,2,0,-15503,2152
3,8,0,2,0,-13015,1618
3,8,0,1,0,-12930,-1489
3,8,0,0,0,-11057,3172
3,8,0,0,0,-6511,3179
3,8,0,1,0,-5130,331
3,8,0,2,0,-9252,-5006
3,8,0,0,0,3459,603
3,8,0,0,0,9458,-2214
4,8,0,2,0,-15525,2181
4,8,0,2,0,-13066,1536
4,8,0,1,0,-12982,-1457
4,8,0,0,0,-11457,2590
4,8,0,1,0,-6497,3312
4,8,0,1,0,-5206,304
4,8,0,2,0,-9265,-5022
4,8,0,0,0,3335,623
4,8,0,0,0,9458,-2214
5,8,0,1,0,-15561,2214
5,8,0,2,0,-13102,1573
5,8,0,1,0,-13021,-1387
5,8,0,0,0,-11652,2752
5,8,0,0,0,-6490,3476
5,8,0,1,0,-5205,348
5,8,0,2,0,-9262,-4992
5,8,0,0,0,3313,698
5,8,0,0,0,9425,-2207
6,8,0,0,0,-15565,2226
6,8,0,2,0,-13152,1724
6,8,0,1,0,-13056,-1267
6,8,0,1,0,-11763,2881
6,8,0,0,0,-6745,3394
6,8,0,1,0,-5267,318
6,8,0,1,0,-9267,-4989
6,8,0,0,0,3166,756
6,8,0,0,0,9425,-2207
7,8,0,2,0,-15576,2229
7,8,0,2,0,-13191,1693
7,8,0,1,0,-13125,-1183
7,8,0,0,0,-6876,3354
7,8,0,1,0,-5286,300
7,8,0,2,0,-9228,-4947
7,8,0,0,0,2823,670
7,8,0,0,0,9425,-2207
8,8,0,2,0,-15598,2212
8,8,0,2,0,-13205,1655
8,8,0,1,0,-13180,-1079
