video,result,start time,end time,process time,video_length
06_origin04_goal2.avi,True
06_origin04_goal3.avi,True
06_origin04_goal5.avi,True
06_origin06_goal0.avi,True
06_origin07_goal0.avi,True
06_origin07_goal1.avi,True
06_origin11_clip_0.avi,False
06_origin11_clip_1.avi,False
06_origin11_clip_2.avi,False
06_origin11_clip_3.avi,False
06_origin11_clip_4.avi,True
06_origin11_clip_5.avi,False
06_origin11_clip_6.avi,False
06_origin11_clip_7.avi,False
06_origin11_clip_8.avi,False
06_origin11_clip_9.avi,False
06_origin11_goal3.avi,True
06_origin11_goal5.avi,True
